Date,Hour,Minute,Power (kW)
5/7/2012,23,0,15.87
5/7/2012,23,15,7.68
5/7/2012,23,30,14.91
5/7/2012,23,45,15.36
5/8/2012,0,0,7.49
5/8/2012,0,15,12.61
5/8/2012,0,30,7.49
5/8/2012,0,45,13.25
5/8/2012,1,0,7.55
5/8/2012,1,15,13.63
5/8/2012,1,30,7.62
5/8/2012,1,45,13.12
5/8/2012,2,0,7.42
5/8/2012,2,15,13.31
5/8/2012,2,30,8
5/8/2012,2,45,13.63
5/8/2012,3,0,10.3
5/8/2012,3,15,13.82
5/8/2012,3,30,7.62
5/8/2012,3,45,14.21
5/8/2012,4,0,14.34
5/8/2012,4,15,7.23
5/8/2012,4,30,12.74
5/8/2012,4,45,7.17
5/8/2012,5,0,7.23
5/8/2012,5,15,13.76
5/8/2012,5,30,7.81
5/8/2012,5,45,13.38
5/8/2012,6,0,7.94
5/8/2012,6,15,12.8
5/8/2012,6,30,7.17
5/8/2012,6,45,12.61
5/8/2012,7,0,7.23
5/8/2012,7,15,13.44
5/8/2012,7,30,7.1
5/8/2012,7,45,14.14
5/8/2012,8,0,6.85
5/8/2012,8,15,13.12
5/8/2012,8,30,7.3
5/8/2012,8,45,12.93
5/8/2012,9,0,7.68
5/8/2012,9,15,7.62
5/8/2012,9,30,13.25
5/8/2012,9,45,7.68
5/8/2012,10,0,13.76
5/8/2012,10,15,8.64
5/8/2012,10,30,14.4
5/8/2012,10,45,8.58
5/8/2012,11,0,14.34
5/8/2012,11,15,15.17
5/8/2012,11,30,8.83
5/8/2012,11,45,13.57
5/8/2012,12,0,8
5/8/2012,12,15,7.68
5/8/2012,12,30,7.62
5/8/2012,12,45,14.08
5/8/2012,13,0,7.94
5/8/2012,13,15,13.82
5/8/2012,13,30,8
5/8/2012,13,45,8.19
5/8/2012,14,0,13.63
5/8/2012,14,15,7.3
5/8/2012,14,30,17.66
5/8/2012,14,45,13.06
5/8/2012,15,0,7.74
5/8/2012,15,15,13.63
5/8/2012,15,30,7.1
5/8/2012,15,45,13.25
5/8/2012,16,0,7.49
5/8/2012,16,15,14.72
5/8/2012,16,30,7.94
5/8/2012,16,45,12.8
5/8/2012,17,0,7.55
5/8/2012,17,15,14.98
5/8/2012,17,30,13.06
5/8/2012,17,45,16.06
5/8/2012,18,0,18.69
5/8/2012,18,15,7.3
5/8/2012,18,30,7.36
5/8/2012,18,45,13.44
5/8/2012,19,0,7.94
5/8/2012,19,15,13.12
5/8/2012,19,30,7.81
5/8/2012,19,45,12.99
5/8/2012,20,0,8.77
5/8/2012,20,15,12.74
5/8/2012,20,30,8.58
5/8/2012,20,45,72.13
5/8/2012,21,0,7.62
5/8/2012,21,15,12.67
5/8/2012,21,30,7.36
5/8/2012,21,45,9.73
5/8/2012,22,0,12.67
5/8/2012,22,15,12.99
5/8/2012,22,30,8.58
5/8/2012,22,45,13.7
5/8/2012,23,0,7.42
5/8/2012,23,15,12.42
5/8/2012,23,30,7.3
5/8/2012,23,45,12.54
5/9/2012,0,0,8.51
5/9/2012,0,15,13.44
5/9/2012,0,30,7.23
5/9/2012,0,45,15.04
5/9/2012,1,0,8.06
5/9/2012,1,15,8.06
5/9/2012,1,30,13.12
5/9/2012,1,45,13.31
5/9/2012,2,0,7.23
5/9/2012,2,15,13.82
5/9/2012,2,30,7.49
5/9/2012,2,45,12.35
5/9/2012,3,0,13.63
5/9/2012,3,15,7.94
5/9/2012,3,30,14.34
5/9/2012,3,45,7.36
5/9/2012,4,0,7.42
5/9/2012,4,15,7.3
5/9/2012,4,30,7.17
5/9/2012,4,45,12.61
5/9/2012,5,0,7.36
5/9/2012,5,15,13.63
5/9/2012,5,30,7.17
5/9/2012,5,45,12.67
5/9/2012,6,0,7.17
5/9/2012,6,15,12.93
5/9/2012,6,30,7.74
5/9/2012,6,45,7.23
5/9/2012,7,0,12.74
5/9/2012,7,15,7.23
5/9/2012,7,30,12.61
5/9/2012,7,45,7.74
5/9/2012,8,0,7.17
5/9/2012,8,15,12.8
5/9/2012,8,30,12.61
5/9/2012,8,45,7.49
5/9/2012,9,0,13.82
5/9/2012,9,15,7.49
5/9/2012,9,30,13.18
5/9/2012,9,45,12.99
5/9/2012,10,0,7.55
5/9/2012,10,15,12.93
5/9/2012,10,30,7.55
5/9/2012,10,45,12.61
5/9/2012,11,0,7.36
5/9/2012,11,15,13.18
5/9/2012,11,30,7.49
5/9/2012,11,45,8.96
5/9/2012,12,0,13.76
5/9/2012,12,15,7.62
5/9/2012,12,30,12.54
5/9/2012,12,45,7.94
5/9/2012,13,0,7.49
5/9/2012,13,15,8.19
5/9/2012,13,30,7.74
5/9/2012,13,45,8.64
5/9/2012,14,0,12.86
5/9/2012,14,15,7.74
5/9/2012,14,30,12.93
5/9/2012,14,45,7.49
5/9/2012,15,0,14.02
5/9/2012,15,15,15.49
5/9/2012,15,30,13.76
5/9/2012,15,45,7.62
5/9/2012,16,0,7.74
5/9/2012,16,15,12.93
5/9/2012,16,30,40.96
5/9/2012,16,45,13.12
5/9/2012,17,0,8.9
5/9/2012,17,15,12.8
5/9/2012,17,30,8.13
5/9/2012,17,45,12.8
5/9/2012,18,0,7.36
5/9/2012,18,15,13.5
5/9/2012,18,30,7.62
5/9/2012,18,45,12.74
5/9/2012,19,0,13.12
5/9/2012,19,15,7.42
