Date,Hour,Minute,Power (kW)
5/2/2012,15,0,9.86
5/2/2012,15,15,9.6
5/2/2012,15,30,15.1
5/2/2012,15,45,13.7
5/2/2012,16,0,9.66
5/2/2012,16,15,12.22
5/2/2012,16,30,9.98
5/2/2012,16,45,10.5
5/2/2012,17,0,38.14
5/2/2012,17,15,10.05
5/2/2012,17,30,10.3
5/2/2012,17,45,10.3
5/2/2012,18,0,16.51
5/2/2012,18,15,9.98
5/2/2012,18,30,9.98
5/2/2012,18,45,9.98
5/2/2012,19,0,9.98
5/2/2012,19,15,9.98
5/2/2012,19,30,16.9
5/2/2012,19,45,9.98
5/2/2012,20,0,9.98
5/2/2012,20,15,9.98
5/2/2012,20,30,9.98
5/2/2012,20,45,9.98
5/2/2012,21,0,9.98
5/2/2012,21,15,9.98
5/2/2012,21,30,9.98
5/2/2012,21,45,9.98
5/2/2012,22,0,19.58
5/2/2012,22,15,19.58
5/2/2012,22,30,17.02
5/2/2012,22,45,10.18
5/2/2012,23,0,10.18
5/2/2012,23,15,15.68
5/2/2012,23,30,10.11
5/2/2012,23,45,10.11
5/3/2012,0,0,10.11
5/3/2012,0,15,10.11
5/3/2012,0,30,10.11
5/3/2012,0,45,10.11
5/3/2012,1,0,8.83
5/3/2012,1,15,8.83
5/3/2012,1,30,8.83
5/3/2012,1,45,8.83
5/3/2012,2,0,8.83
5/3/2012,2,15,8.83
5/3/2012,2,30,8.83
5/3/2012,2,45,8.83
5/3/2012,3,0,8.83
5/3/2012,3,15,8.83
5/3/2012,3,30,8.83
5/3/2012,3,45,8.83
5/3/2012,4,0,9.34
5/3/2012,4,15,9.34
5/3/2012,4,30,9.34
5/3/2012,4,45,8.26
5/3/2012,5,0,8.26
5/3/2012,5,15,8.26
5/3/2012,5,30,8.26
5/3/2012,5,45,8.26
5/3/2012,6,0,8.26
5/3/2012,6,15,8.26
5/3/2012,6,30,8.26
5/3/2012,6,45,8.26
5/3/2012,7,0,8.26
5/3/2012,7,15,8.26
5/3/2012,7,30,8.26
5/3/2012,7,45,8.26
5/3/2012,8,0,8.26
5/3/2012,8,15,8.26
5/3/2012,8,30,8.26
5/3/2012,8,45,8.26
5/3/2012,9,0,9.92
5/3/2012,9,15,10.24
5/3/2012,9,30,10.24
5/3/2012,9,45,10.24
5/3/2012,10,0,10.24
5/3/2012,10,15,10.24
5/3/2012,10,30,10.24
5/3/2012,10,45,13.12
5/3/2012,11,0,17.6
5/3/2012,11,15,16.64
5/3/2012,11,30,19.46
5/3/2012,11,45,10.11
5/3/2012,12,0,13.76
5/3/2012,12,15,17.6
5/3/2012,12,30,10.24
5/3/2012,12,45,10.24
5/3/2012,13,0,10.3
5/3/2012,13,15,10.3
5/3/2012,13,30,10.3
5/3/2012,13,45,25.02
5/3/2012,14,0,10.3
5/3/2012,14,15,9.79
5/3/2012,14,30,9.79
5/3/2012,14,45,26.62
5/3/2012,15,0,9.86
5/3/2012,15,15,31.94
5/3/2012,15,30,9.86
5/3/2012,15,45,9.86
5/3/2012,16,0,9.86
5/3/2012,16,15,9.86
5/3/2012,16,30,9.86
5/3/2012,16,45,9.86
5/3/2012,17,0,15.49
5/3/2012,17,15,18.75
5/3/2012,17,30,18.56
5/3/2012,17,45,9.92
5/3/2012,18,0,18.75
5/3/2012,18,15,9.92
5/3/2012,18,30,9.92
5/3/2012,18,45,9.92
5/3/2012,19,0,9.92
5/3/2012,19,15,9.92
5/3/2012,19,30,9.98
5/3/2012,19,45,20.61
5/3/2012,20,0,32
5/3/2012,20,15,10.18
5/3/2012,20,30,10.18
5/3/2012,20,45,10.18
5/3/2012,21,0,29.95
5/3/2012,21,15,15.42
5/3/2012,21,30,9.73
5/3/2012,21,45,10.11
5/3/2012,22,0,10.11
5/3/2012,22,15,10.11
5/3/2012,22,30,10.11
5/3/2012,22,45,16.19
5/3/2012,23,0,15.49
5/3/2012,23,15,10.05
5/3/2012,23,30,16
5/3/2012,23,45,15.81
5/4/2012,0,0,10.05
5/4/2012,0,15,13.57
5/4/2012,0,30,13.82
5/4/2012,0,45,26.94
5/4/2012,1,0,9.92
5/4/2012,1,15,9.92
5/4/2012,1,30,9.92
5/4/2012,1,45,9.92
5/4/2012,2,0,9.92
5/4/2012,2,15,9.92
5/4/2012,2,30,8.45
5/4/2012,2,45,8.45
5/4/2012,3,0,8.45
5/4/2012,3,15,8.45
5/4/2012,3,30,8.45
5/4/2012,3,45,8.45
5/4/2012,4,0,9.34
5/4/2012,4,15,9.34
5/4/2012,4,30,9.34
5/4/2012,4,45,8.06
5/4/2012,5,0,8.06
5/4/2012,5,15,8.06
5/4/2012,5,30,8.06
5/4/2012,5,45,8.06
5/4/2012,6,0,8.06
5/4/2012,6,15,8.06
5/4/2012,6,30,8.06
5/4/2012,6,45,8.06
5/4/2012,7,0,8.06
5/4/2012,7,15,8.06
5/4/2012,7,30,8.06
5/4/2012,7,45,8.06
5/4/2012,8,0,8.06
5/4/2012,8,15,8.06
5/4/2012,8,30,8.06
5/4/2012,8,45,8.06
5/4/2012,9,0,9.02
5/4/2012,9,15,17.22
5/4/2012,9,30,10.18
5/4/2012,9,45,10.18
5/4/2012,10,0,13.63
5/4/2012,10,15,10.3
5/4/2012,10,30,10.24
5/4/2012,10,45,31.55
5/4/2012,11,0,18.11
5/4/2012,11,15,17.79
5/4/2012,11,30,10.05
5/4/2012,11,45,10.05
5/4/2012,12,0,10.05
5/4/2012,12,15,17.92
5/4/2012,12,30,22.91
5/4/2012,12,45,16.45
5/4/2012,13,0,10.05
5/4/2012,13,15,10.05
5/4/2012,13,30,13.25
5/4/2012,13,45,16
5/4/2012,14,0,16.06
5/4/2012,14,15,16.96
5/4/2012,14,30,16.13
5/4/2012,14,45,10.18
5/4/2012,15,0,10.18
5/4/2012,15,15,10.18
5/4/2012,15,30,9.66
5/4/2012,15,45,9.92
5/4/2012,16,0,13.57
5/4/2012,16,15,24.32
5/4/2012,16,30,10.18
5/4/2012,16,45,10.18
5/4/2012,17,0,14.98
5/4/2012,17,15,13.7
5/4/2012,17,30,9.73
5/4/2012,17,45,9.66
5/4/2012,18,0,10.37
5/4/2012,18,15,10.37
5/4/2012,18,30,16.96
5/4/2012,18,45,9.73
5/4/2012,19,0,16.51
5/4/2012,19,15,10.3
5/4/2012,19,30,10.3
5/4/2012,19,45,17.02
5/4/2012,20,0,9.66
5/4/2012,20,15,16.32
5/4/2012,20,30,10.37
5/4/2012,20,45,10.37
5/4/2012,21,0,9.92
5/4/2012,21,15,19.39
5/4/2012,21,30,19.26
5/4/2012,21,45,9.98
5/4/2012,22,0,9.98
5/4/2012,22,15,9.98
5/4/2012,22,30,9.98
5/4/2012,22,45,9.98
5/4/2012,23,0,9.98
5/4/2012,23,15,9.02
5/4/2012,23,30,47.74
5/4/2012,23,45,9.73
5/5/2012,0,0,15.68
5/5/2012,0,15,10.43
5/5/2012,0,30,9.92
5/5/2012,0,45,9.92
5/5/2012,1,0,9.92
5/5/2012,1,15,9.92
5/5/2012,1,30,9.92
5/5/2012,1,45,8.7
5/5/2012,2,0,8.7
5/5/2012,2,15,8.7
5/5/2012,2,30,8.7
5/5/2012,2,45,8.7
5/5/2012,3,0,8.7
5/5/2012,3,15,8.7
5/5/2012,3,30,8.7
5/5/2012,3,45,8.7
5/5/2012,4,0,9.34
5/5/2012,4,15,9.34
5/5/2012,4,30,9.34
5/5/2012,4,45,8.19
5/5/2012,5,0,8.19
5/5/2012,5,15,8.19
5/5/2012,5,30,8.19
5/5/2012,5,45,8.19
5/5/2012,6,0,8.19
5/5/2012,6,15,8.19
5/5/2012,6,30,8.19
5/5/2012,6,45,8.19
5/5/2012,7,0,8.19
5/5/2012,7,15,8.19
5/5/2012,7,30,8.19
5/5/2012,7,45,8.19
5/5/2012,8,0,8.19
5/5/2012,8,15,8.19
5/5/2012,8,30,8.19
5/5/2012,8,45,8.19
5/5/2012,9,0,8.19
5/5/2012,9,15,8.19
5/5/2012,9,30,8.19
5/5/2012,9,45,8.19
5/5/2012,10,0,8.19
5/5/2012,10,15,8.19
5/5/2012,10,30,8.19
5/5/2012,10,45,8.19
5/5/2012,11,0,8.19
5/5/2012,11,15,8.19
5/5/2012,11,30,8.19
5/5/2012,11,45,8.19
5/5/2012,12,0,8.19
5/5/2012,12,15,8.19
5/5/2012,12,30,8.19
5/5/2012,12,45,8.19
5/5/2012,13,0,8.19
5/5/2012,13,15,8.19
5/5/2012,13,30,8.19
5/5/2012,13,45,8.19
5/5/2012,14,0,8.19
5/5/2012,14,15,8.19
5/5/2012,14,30,8.19
5/5/2012,14,45,8.19
5/5/2012,15,0,8.19
5/5/2012,15,15,8.19
5/5/2012,15,30,8.19
5/5/2012,15,45,8.19
5/5/2012,16,0,8.19
5/5/2012,16,15,8.19
5/5/2012,16,30,8.19
5/5/2012,16,45,8.19
5/5/2012,17,0,8.19
5/5/2012,17,15,8.19
5/5/2012,17,30,8.19
5/5/2012,17,45,8.19
5/5/2012,18,0,8.19
5/5/2012,18,15,8.19
5/5/2012,18,30,8.19
5/5/2012,18,45,8.19
5/5/2012,19,0,8.19
5/5/2012,19,15,8.19
5/5/2012,19,30,8.19
5/5/2012,19,45,8.19
5/5/2012,20,0,8.19
5/5/2012,20,15,8.19
5/5/2012,20,30,8.19
5/5/2012,20,45,8.19
5/5/2012,21,0,8.19
5/5/2012,21,15,8.19
5/5/2012,21,30,8.19
5/5/2012,21,45,8.19
5/5/2012,22,0,8.19
5/5/2012,22,15,8.19
5/5/2012,22,30,8.19
5/5/2012,22,45,8.19
5/5/2012,23,0,8.19
5/5/2012,23,15,8.19
5/5/2012,23,30,8.19
5/5/2012,23,45,8.19
5/6/2012,0,0,8.19
5/6/2012,0,15,8.19
5/6/2012,0,30,8.19
5/6/2012,0,45,8.19
5/6/2012,1,0,8.19
5/6/2012,1,15,8.19
5/6/2012,1,30,8.19
5/6/2012,1,45,8.19
5/6/2012,2,0,8.19
5/6/2012,2,15,8.19
5/6/2012,2,30,8.19
5/6/2012,2,45,8.19
5/6/2012,3,0,8.19
5/6/2012,3,15,8.19
5/6/2012,3,30,8.19
5/6/2012,3,45,8.19
5/6/2012,4,0,9.22
5/6/2012,4,15,9.22
5/6/2012,4,30,9.22
5/6/2012,4,45,8.06
5/6/2012,5,0,8.06
5/6/2012,5,15,8.06
5/6/2012,5,30,8.06
5/6/2012,5,45,8.06
5/6/2012,6,0,8.06
5/6/2012,6,15,8.06
5/6/2012,6,30,8.06
5/6/2012,6,45,8.06
5/6/2012,7,0,8.06
5/6/2012,7,15,8.06
5/6/2012,7,30,8.06
5/6/2012,7,45,8.06
5/6/2012,8,0,8.06
5/6/2012,8,15,8.06
5/6/2012,8,30,8.06
5/6/2012,8,45,8.06
5/6/2012,9,0,8.06
5/6/2012,9,15,8.06
5/6/2012,9,30,8.06
5/6/2012,9,45,8.06
5/6/2012,10,0,8.06
5/6/2012,10,15,8.06
5/6/2012,10,30,8.06
5/6/2012,10,45,8.06
5/6/2012,11,0,8.06
5/6/2012,11,15,8.06
5/6/2012,11,30,8.06
5/6/2012,11,45,8.06
5/6/2012,12,0,8.06
5/6/2012,12,15,8.06
5/6/2012,12,30,8.06
5/6/2012,12,45,8.06
5/6/2012,13,0,8.06
5/6/2012,13,15,8.06
5/6/2012,13,30,8.06
5/6/2012,13,45,8.06
5/6/2012,14,0,8.06
5/6/2012,14,15,8.06
5/6/2012,14,30,8.06
5/6/2012,14,45,8.06
5/6/2012,15,0,8.06
5/6/2012,15,15,8.06
5/6/2012,15,30,8.06
5/6/2012,15,45,8.06
5/6/2012,16,0,8.06
5/6/2012,16,15,8.06
5/6/2012,16,30,8.06
5/6/2012,16,45,8.06
5/6/2012,17,0,8.06
5/6/2012,17,15,8.06
5/6/2012,17,30,8.06
5/6/2012,17,45,8.06
5/6/2012,18,0,8.06
5/6/2012,18,15,8.06
5/6/2012,18,30,8.06
5/6/2012,18,45,8.06
5/6/2012,19,0,8.06
5/6/2012,19,15,8.06
5/6/2012,19,30,8.06
5/6/2012,19,45,8.06
5/6/2012,20,0,8.06
5/6/2012,20,15,8.06
5/6/2012,20,30,8.06
5/6/2012,20,45,8.06
5/6/2012,21,0,8.06
5/6/2012,21,15,8.06
5/6/2012,21,30,8.06
5/6/2012,21,45,8.06
5/6/2012,22,0,8.06
5/6/2012,22,15,8.06
5/6/2012,22,30,8.06
5/6/2012,22,45,8.06
5/6/2012,23,0,8.06
5/6/2012,23,15,8.06
5/6/2012,23,30,8.06
5/6/2012,23,45,8.06
5/7/2012,0,0,8.06
5/7/2012,0,15,8.06
5/7/2012,0,30,8.06
5/7/2012,0,45,8.06
5/7/2012,1,0,8.06
5/7/2012,1,15,8.06
5/7/2012,1,30,8.06
5/7/2012,1,45,8.06
5/7/2012,2,0,8.06
5/7/2012,2,15,8.06
5/7/2012,2,30,8.06
5/7/2012,2,45,8.06
5/7/2012,3,0,8.06
5/7/2012,3,15,8.06
5/7/2012,3,30,8.06
5/7/2012,3,45,8.06
5/7/2012,4,0,9.22
5/7/2012,4,15,9.22
5/7/2012,4,30,9.22
5/7/2012,4,45,8.26
5/7/2012,5,0,8.26
5/7/2012,5,15,8.26
5/7/2012,5,30,8.26
5/7/2012,5,45,8.26
5/7/2012,6,0,8.26
5/7/2012,6,15,8.26
5/7/2012,6,30,8.26
5/7/2012,6,45,8.26
5/7/2012,7,0,8.26
5/7/2012,7,15,8.26
5/7/2012,7,30,8.26
5/7/2012,7,45,8.26
5/7/2012,8,0,8.26
5/7/2012,8,15,8.26
5/7/2012,8,30,8.26
5/7/2012,8,45,8.26
5/7/2012,9,0,8.26
5/7/2012,9,15,8.26
5/7/2012,9,30,8.26
5/7/2012,9,45,8.19
5/7/2012,10,0,8.19
5/7/2012,10,15,9.66
5/7/2012,10,30,17.02
5/7/2012,10,45,9.73
5/7/2012,11,0,10.43
5/7/2012,11,15,9.92
5/7/2012,11,30,39.81
5/7/2012,11,45,9.6
5/7/2012,12,0,10.3
5/7/2012,12,15,10.3
5/7/2012,12,30,10.3
5/7/2012,12,45,9.79
5/7/2012,13,0,9.79
5/7/2012,13,15,8.51
5/7/2012,13,30,14.91
5/7/2012,13,45,10.62
5/7/2012,14,0,15.55
5/7/2012,14,15,9.6
5/7/2012,14,30,9.6
5/7/2012,14,45,9.6
5/7/2012,15,0,13.44
5/7/2012,15,15,13.89
5/7/2012,15,30,9.98
5/7/2012,15,45,9.98
5/7/2012,16,0,9.98
5/7/2012,16,15,29.38
5/7/2012,16,30,10.11
5/7/2012,16,45,10.37
5/7/2012,17,0,9.86
5/7/2012,17,15,9.92
5/7/2012,17,30,19.71
5/7/2012,17,45,15.68
5/7/2012,18,0,10.05
5/7/2012,18,15,24.26
5/7/2012,18,30,17.66
5/7/2012,18,45,10.24
5/7/2012,19,0,15.87
5/7/2012,19,15,15.62
5/7/2012,19,30,10.37
5/7/2012,19,45,29.38
5/7/2012,20,0,9.79
5/7/2012,20,15,15.74
5/7/2012,20,30,17.98
5/7/2012,20,45,10.37
5/7/2012,21,0,10.37
5/7/2012,21,15,10.37
5/7/2012,21,30,9.86
5/7/2012,21,45,9.86
5/7/2012,22,0,9.86
5/7/2012,22,15,13.82
5/7/2012,22,30,29.38
5/7/2012,22,45,10.24
5/7/2012,23,0,10.24
5/7/2012,23,15,15.68
5/7/2012,23,30,10.05
5/7/2012,23,45,16.38
5/8/2012,0,0,10.05
5/8/2012,0,15,10.05
5/8/2012,0,30,10.05
5/8/2012,0,45,10.05
5/8/2012,1,0,10.05
5/8/2012,1,15,10.05
5/8/2012,1,30,8.51
5/8/2012,1,45,8.51
5/8/2012,2,0,8.51
5/8/2012,2,15,8.51
5/8/2012,2,30,8.51
5/8/2012,2,45,8.51
5/8/2012,3,0,8.51
5/8/2012,3,15,8.51
5/8/2012,3,30,8.51
5/8/2012,3,45,8.51
5/8/2012,4,0,9.22
5/8/2012,4,15,9.22
5/8/2012,4,30,9.22
5/8/2012,4,45,8.45
5/8/2012,5,0,8.45
5/8/2012,5,15,7.94
5/8/2012,5,30,7.94
5/8/2012,5,45,7.94
5/8/2012,6,0,7.94
5/8/2012,6,15,7.94
5/8/2012,6,30,7.94
5/8/2012,6,45,7.94
5/8/2012,7,0,8.13
5/8/2012,7,15,8.13
5/8/2012,7,30,8.13
5/8/2012,7,45,8.13
5/8/2012,8,0,8.13
5/8/2012,8,15,8.13
5/8/2012,8,30,8.13
5/8/2012,8,45,8.13
5/8/2012,9,0,8.13
5/8/2012,9,15,9.92
5/8/2012,9,30,13.38
5/8/2012,9,45,13.44
5/8/2012,10,0,10.05
5/8/2012,10,15,9.86
5/8/2012,10,30,30.14
5/8/2012,10,45,9.6
5/8/2012,11,0,15.62
5/8/2012,11,15,10.24
5/8/2012,11,30,16.13
5/8/2012,11,45,18.37
5/8/2012,12,0,9.79
5/8/2012,12,15,9.79
5/8/2012,12,30,13.57
5/8/2012,12,45,9.6
5/8/2012,13,0,13.38
5/8/2012,13,15,13.31
5/8/2012,13,30,10.3
5/8/2012,13,45,14.14
5/8/2012,14,0,10.62
5/8/2012,14,15,29.63
5/8/2012,14,30,25.92
5/8/2012,14,45,9.86
5/8/2012,15,0,20.1
5/8/2012,15,15,10.3
5/8/2012,15,30,9.98
5/8/2012,15,45,9.86
5/8/2012,16,0,9.86
5/8/2012,16,15,9.86
5/8/2012,16,30,24.38
5/8/2012,16,45,15.04
5/8/2012,17,0,15.49
5/8/2012,17,15,10.24
5/8/2012,17,30,13.89
5/8/2012,17,45,13.7
5/8/2012,18,0,9.98
5/8/2012,18,15,14.78
5/8/2012,18,30,13.82
5/8/2012,18,45,13.63
5/8/2012,19,0,9.79
5/8/2012,19,15,9.73
5/8/2012,19,30,9.73
5/8/2012,19,45,21.25
5/8/2012,20,0,9.66
5/8/2012,20,15,10.24
5/8/2012,20,30,20.74
5/8/2012,20,45,9.98
5/8/2012,21,0,9.98
5/8/2012,21,15,9.98
5/8/2012,21,30,9.98
5/8/2012,21,45,9.98
5/8/2012,22,0,9.98
5/8/2012,22,15,13.38
5/8/2012,22,30,30.08
5/8/2012,22,45,9.73
5/8/2012,23,0,9.73
5/8/2012,23,15,9.73
5/8/2012,23,30,9.79
5/8/2012,23,45,10.11
5/9/2012,0,0,10.43
5/9/2012,0,15,28.54
5/9/2012,0,30,25.73
5/9/2012,0,45,24.96
5/9/2012,1,0,9.98
5/9/2012,1,15,9.98
5/9/2012,1,30,9.98
5/9/2012,1,45,9.98
5/9/2012,2,0,9.98
5/9/2012,2,15,9.98
5/9/2012,2,30,8.45
5/9/2012,2,45,8.45
5/9/2012,3,0,8.45
5/9/2012,3,15,8.45
5/9/2012,3,30,8.45
5/9/2012,3,45,8.45
5/9/2012,4,0,9.28
5/9/2012,4,15,9.28
5/9/2012,4,30,9.28
5/9/2012,4,45,8.06
5/9/2012,5,0,8.06
5/9/2012,5,15,8.06
5/9/2012,5,30,8.06
5/9/2012,5,45,8.06
5/9/2012,6,0,8.06
5/9/2012,6,15,8.06
5/9/2012,6,30,8.06
5/9/2012,6,45,8.06
5/9/2012,7,0,8.06
5/9/2012,7,15,8.06
5/9/2012,7,30,8.06
5/9/2012,7,45,8.06
5/9/2012,8,0,8.06
5/9/2012,8,15,8.06
5/9/2012,8,30,8.06
5/9/2012,8,45,8.13
5/9/2012,9,0,8.13
5/9/2012,9,15,9.73
5/9/2012,9,30,9.73
5/9/2012,9,45,9.98
5/9/2012,10,0,9.98
5/9/2012,10,15,9.98
5/9/2012,10,30,17.15
5/9/2012,10,45,9.98
5/9/2012,11,0,16.45
5/9/2012,11,15,10.24
5/9/2012,11,30,10.24
5/9/2012,11,45,10.24
5/9/2012,12,0,9.73
5/9/2012,12,15,18.69
5/9/2012,12,30,9.54
5/9/2012,12,45,10.05
5/9/2012,13,0,10.05
5/9/2012,13,15,10.05
5/9/2012,13,30,10.05
5/9/2012,13,45,9.54
5/9/2012,14,0,10.11
5/9/2012,14,15,9.98
5/9/2012,14,30,9.66
5/9/2012,14,45,9.92
5/9/2012,15,0,9.92
5/9/2012,15,15,9.92
5/9/2012,15,30,9.92
5/9/2012,15,45,9.92
5/9/2012,16,0,19.9
5/9/2012,16,15,19.52
5/9/2012,16,30,19.46
5/9/2012,16,45,9.86
5/9/2012,17,0,16
5/9/2012,17,15,10.37
5/9/2012,17,30,9.86
5/9/2012,17,45,9.86
5/9/2012,18,0,19.78
5/9/2012,18,15,9.73
5/9/2012,18,30,23.3
5/9/2012,18,45,26.88
5/9/2012,19,0,22.78
5/9/2012,19,15,13.95
5/9/2012,19,30,17.15
5/9/2012,19,45,10.43
5/9/2012,20,0,25.09
5/9/2012,20,15,14.27
5/9/2012,20,30,16.38
5/9/2012,20,45,17.6
5/9/2012,21,0,9.92
5/9/2012,21,15,9.92
5/9/2012,21,30,9.92
5/9/2012,21,45,9.92
5/9/2012,22,0,9.92
5/9/2012,22,15,9.92
5/9/2012,22,30,8.64
5/9/2012,22,45,8.64
5/9/2012,23,0,8.64
5/9/2012,23,15,8.64
5/9/2012,23,30,8.64
5/9/2012,23,45,13.57
5/10/2012,0,0,17.86
5/10/2012,0,15,20.16
5/10/2012,0,30,10.18
5/10/2012,0,45,10.18
5/10/2012,1,0,10.18
5/10/2012,1,15,10.18
5/10/2012,1,30,10.18
5/10/2012,1,45,10.18
5/10/2012,2,0,8.96
5/10/2012,2,15,8.45
5/10/2012,2,30,8.45
5/10/2012,2,45,8.45
5/10/2012,3,0,8.45
5/10/2012,3,15,8.45
5/10/2012,3,30,8.45
5/10/2012,3,45,8.45
5/10/2012,4,0,9.09
5/10/2012,4,15,9.09
5/10/2012,4,30,9.09
5/10/2012,4,45,8
5/10/2012,5,0,8
5/10/2012,5,15,8
5/10/2012,5,30,8
5/10/2012,5,45,8
5/10/2012,6,0,8
5/10/2012,6,15,8
5/10/2012,6,30,8
5/10/2012,6,45,8
5/10/2012,7,0,8
5/10/2012,7,15,8
5/10/2012,7,30,8
5/10/2012,7,45,8
5/10/2012,8,0,8
5/10/2012,8,15,8
5/10/2012,8,30,8
5/10/2012,8,45,8
5/10/2012,9,0,8
5/10/2012,9,15,8
5/10/2012,9,30,16.96
5/10/2012,9,45,9.98
5/10/2012,10,0,9.98
5/10/2012,10,15,9.98
5/10/2012,10,30,9.98
5/10/2012,10,45,9.98
5/10/2012,11,0,9.98
5/10/2012,11,15,9.02
5/10/2012,11,30,14.02
5/10/2012,11,45,9.86
5/10/2012,12,0,9.86
5/10/2012,12,15,9.86
5/10/2012,12,30,17.66
5/10/2012,12,45,16.7
5/10/2012,13,0,9.98
5/10/2012,13,15,17.66
5/10/2012,13,30,23.49
5/10/2012,13,45,10.11
5/10/2012,14,0,19.58
5/10/2012,14,15,9.73
5/10/2012,14,30,9.73
5/10/2012,14,45,16.26
5/10/2012,15,0,9.73
5/10/2012,15,15,9.6
5/10/2012,15,30,9.6
5/10/2012,15,45,9.54
5/10/2012,16,0,10.05
5/10/2012,16,15,13.31
5/10/2012,16,30,9.79
5/10/2012,16,45,10.05
5/10/2012,17,0,10.05
